#OTU ID	LC01_F	LC02_F	LC03_F	LC05_F	LC06_F	LC07_F	LC08_F	LC10_F	LC11_F	LC12_F	LC13_F	LP02_F	LP03_F	LP04_F	LP05_F	LP06_F	LP08_F_REDO	LP09_F	LP11_F	LP12_F	LP13_F_REDO	LP14_F	LP16_F	LP17_F	LP18_F	LP19_F	LP20_F	s1624	s10832	s10852	s11287	s11367	s12389	s20844	s21911	s21944	s22683	s22756	s22787	s24010	s25149	s26891	s26917	s27111	s27321_9596	s27403	s27555	s27796	s28408	s28504	s28535	s28791	s29396	s29404	s29523	s29527	s29556	s29586	s29745	s29753	s29763	s29777	s29780_9504	s29848	s29934	s30012	s30239	s30731	s30879	s31091	s31166	s31202	s31219	s31369	s31407	s31475	s31659	s31686	s31716	s31761	s31904	s31943	s32025	s32109	s32186	s32573	s32679	s32994	s33276	s33833	sAI_5316	sAI_9042	sAI_9328
d:Archaea;p:Euryarchaeota;c:Methanobacteria;o:Methanobacteriales;f:Methanobacteriaceae;g:Methanobrevibacter	0.0	0.0	0.0	0.00159589448321	0.0178201002891	0.000614886296436	0.0	0.00581718963165	0.000487355823902	0.00731026983583	0.00152647124525	0.0	0.0	0.0	0.0053932972546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000527261365412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000370569379852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0292829808419	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d:Archaea;p:Euryarchaeota;c:Methanobacteria;o:Methanobacteriales;f:Methanobacteriaceae;g:Methanosphaera	0.0	0.0	0.0	1.56460243452e-05	0.0	3.02403096608e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012565181881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d:Bacteria;Other;Other;Other;Other;Other	0.00131642414985	0.00159623184613	4.75090159155e-05	0.0017132396658	0.0208091730232	0.000339363475082	0.0	0.00335061391542	0.00149539094684	0.0282896214261	0.0261113455286	0.000352102049234	8.3975747804e-06	0.0	0.000234491184983	0.00080491421309	0.000101290733345	0.0	2.8844489741e-05	0.0	0.00112044817927	8.07526143659e-05	0.0	2.2788387038e-05	2.15826561775e-05	0.0	0.00123010065276	0.0	0.000856579961739	6.09446419502e-05	0.0	2.92925840941e-05	0.0	0.000149667852497	0.0	0.0150253123519	0.00854965975844	0.00308545539759	1.03993344426e-05	0.000456312468738	6.07594936709e-05	0.0121304742347	0.000166531591043	0.00044233807267	6.87271727605e-05	0.000826752221125	0.00769825948996	0.00265594383515	0.0	0.0	0.00728429260285	0.00131979286304	0.000434359744294	1.05741778577e-05	0.00905281983783	0.000568218866729	0.0012795149654	0.000156855508396	0.00424301939931	0.0	0.000141797998623	0.0	0.0	0.000291562776482	5.98904859685e-05	0.0	0.0073140740031	0.000133775684932	0.0	0.0	3.00156081162e-05	0.00355058142207	3.00893654153e-05	0.00145601370366	0.00419652656724	0.0	0.000707782003143	0.0	0.000151082908968	0.0191078284463	0.0108424984437	0.000783953589947	0.00151555004446	0.000835775013209	0.0128611450638	0.00020775863064	0.0	0.000119333036809	0.0	0.0147392705434	5.47280472121e-05	0.0	1.32569731679e-05
d:Bacteria;p:Actinobacteria;Other;Other;Other;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00278314279202	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;Other;Other;Other	0.000236152423828	0.0	0.0	0.0	1.63337307874e-05	0.0	0.0	0.0	5.83160814926e-05	0.0	0.0	0.0	0.0	0.0	0.000117245592491	9.68317850334e-05	0.0	0.0	0.0	0.0	0.0	0.000155737184849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.77523978343e-06	0.0	0.0	0.0	0.0	0.0	1.23395853899e-05	0.0	0.000250735956465	0.0	0.0	0.0	0.0	3.77704125473e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00052027054e-05	0.0	0.000150446827076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000145258352355	0.0	0.0	0.0	2.16335493083e-05	0.0	0.0	0.0	0.0	0.000100703090669	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;Other;Other	0.0	0.0	4.31900144687e-06	0.0	0.0	0.0	0.0	0.0	3.33234751386e-05	0.0	0.000124103353273	0.0	0.0	3.8599606284e-05	3.70249239446e-05	1.81559596938e-05	0.0	2.18316777644e-05	4.80741495683e-05	0.0	0.000462793813177	2.88402194164e-05	3.22729864346e-05	1.51922580253e-05	0.000366905155017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.76409935948e-06	0.0	0.0	0.0	9.5515545155e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.01495093594e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08968072355e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000155951966794	0.0	0.0	0.0	4.15023863872e-05	0.0	0.0	0.0	0.0	0.0	1.1790784323e-05	0.0	0.0	0.0	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Actinomycetaceae;g:Actinomyces	0.00027132406142	0.000157006411095	2.15950072343e-05	0.000273805426041	3.26674615749e-05	0.000104161066609	3.10531681995e-05	9.82264665757e-05	0.000204106285224	7.09161180517e-05	0.000111693017945	0.000201201170991	0.0016711173813	0.000393715984097	0.000141928875121	7.86758253397e-05	0.00085373618105	0.000267438052614	0.00100955714093	0.000191475510282	0.00031664839849	0.000530660037262	4.30306485795e-05	0.000248140214413	0.00101438484034	0.000936757703159	7.18306950518e-05	9.03677061965e-05	0.000228421323131	0.000162519045201	2.22350691511e-05	2.92925840941e-05	1.04709849008e-05	2.3025823461e-05	3.60854503464e-05	3.74074166438e-05	0.0	0.000322215278863	1.03993344426e-05	0.000315908632203	2.0253164557e-05	0.000162376426763	0.0	0.000189573459716	3.92726701488e-05	2.46791707799e-05	7.03394268118e-05	9.2865169061e-06	0.000480567069142	0.0	0.0	4.02990187189e-05	1.88852062737e-05	0.000200909379296	2.00950495845e-05	8.38355705011e-05	9.8424228108e-06	0.000110721535339	4.63211724815e-05	1.33702351824e-05	2.02568569461e-05	0.0	3.02608485142e-05	4.02155553768e-05	8.55578370979e-06	4.35872289419e-05	0.000111787157253	7.13470319635e-05	0.000104202190141	3.84959627359e-05	3.00156081162e-05	3.4471664292e-05	0.000220655346379	9.78832741955e-05	0.0	0.0	9.59704411041e-05	0.000311388629398	0.0	8.86674173841e-05	0.000217887528533	0.000425574805971	6.26260348952e-05	0.0	3.24503239624e-05	5.77107307333e-05	0.000200443333491	2.16969157834e-05	0.000449749178343	1.8309652849e-05	1.8242682404e-05	0.0	1.32569731679e-05
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Actinomycetaceae;g:Actinotignum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Actinomycetaceae;g:Mobiluncus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.59612901266e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22354092744e-05	0.0	0.0	2.3992610276e-05	0.0	0.0	0.0	0.0	0.0	6.26260348952e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Actinomycetaceae;g:Varibaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.54580590258e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27475166467e-05	0.0	0.0	0.0	0.0	0.0	4.05126880675e-05	5.39566404437e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67551369863e-05	0.0	0.0	0.0	0.0	0.0	0.00011011868347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Corynebacteriaceae;g:Corynebacterium	3.01471179355e-05	0.0	0.0	2.34690365178e-05	3.26674615749e-05	0.0	0.0	2.18281036835e-05	0.0	0.0	0.0	0.0	0.0	2.31597637704e-05	0.0	6.05198656459e-06	1.44701047636e-05	7.09529527344e-05	0.0	0.0	0.000292290829375	4.03763071829e-05	3.22729864346e-05	3.03845160506e-05	2.15826561775e-05	0.0	0.0	0.0	0.0	0.0	2.22350691511e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2204212139e-05	0.0	0.0	0.0	0.0	0.0	3.00354418213e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2525206979e-05	0.0	0.0	0.0	9.43262745838e-05	0.0	3.45960906418e-05	9.15482642449e-06	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Geodermatophilaceae;g:Geodermatophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000194860552917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Microbacteriaceae;Other	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.26602150211e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Microbacteriaceae;g:Agromyces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.63195275408e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Actinomycetales;f:Micrococcaceae;g:Rothia	3.01471179355e-05	0.0	3.88710130218e-05	6.25840973809e-05	0.0	5.71205849148e-05	1.55265840997e-05	0.000463847203274	0.000133293900554	5.31870885388e-05	3.72310059818e-05	6.03603512972e-05	0.000226734519071	0.0	1.85124619723e-05	5.44678790813e-05	2.89402095271e-05	4.912127497e-05	0.000673038093956	0.000268065714395	0.000487151382292	5.76804388328e-05	0.000139849607883	3.54486020591e-05	0.000205035233686	0.000144974406441	8.97883688147e-05	3.61470824786e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000244102483987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.47084430759e-05	0.0	0.0	0.0	7.6946752847e-05	2.01495093594e-05	1.88852062737e-05	0.000158612667865	0.0	3.7260253556e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19391877865e-05	0.0	2.84187791292e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.78466260953e-05	5.99815256901e-05	0.0	0.0	3.54669669537e-05	0.0	3.35980109977e-05	0.0	0.0	0.0	0.0	4.71631372919e-05	0.0	0.000103788271925	0.0	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Alloscardovia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.33086878465e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020258146669	0.0	0.0	0.0	0.0	0.0	0.0	1.51922580253e-05	0.0	0.0	0.0	0.0	5.71053307826e-05	0.0	0.0	0.0	0.0	0.0	4.81139337952e-05	0.0	0.0	0.0	0.0	1.75504795669e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27831951153e-05	0.0	0.0	0.0	2.1793614471e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.11770463722e-05	0.0	0.0	0.000767763528833	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Bifidobacterium	0.0234092370769	0.0180557372759	0.0234435398536	0.000438088681666	4.90011923623e-05	0.00607494220741	0.0	5.45702592087e-05	0.00060815342128	0.016464358741	0.00630445034625	0.0362564510125	0.0938512957458	0.0545798432856	0.0560619056728	0.00315308500015	0.0223852520692	0.0107248117018	0.0487375728323	0.0281469000115	0.0	0.0	0.0296911475198	0.00502863740638	0.215125125449	0.0129584815604	0.0465732269042	0.00325323742307	2.85526653913e-05	0.00359573387506	1.11175345755e-05	0.00566323292486	0.0543025276958	0.00386833834145	0.0330663010008	0.0201251901544	0.0	0.00848500234338	1.03993344426e-05	0.158893266759	0.0108860759494	0.0230956588185	0.013577875723	0.00404423380727	0.00572399167419	0.00628084896347	0.0242592867582	0.208556596677	0.269493001742	0.00013473820367	0.00525802811121	0.0113743980334	0.0116521722709	0.00869197419901	0.00530509309032	0.0	0.000964557435458	0.0307805868241	9.2642344963e-06	0.000160442822189	0.00187375926751	0.0209833227012	6.05216970284e-05	0.0	0.00533880903491	0.15932221859	0.0332646640796	0.017542451484	0.00533325754992	0.0113178130444	0.0	1.1490554764e-05	0.0207215429827	0.319491006974	0.000193685841565	0.0221387396713	0.324140164829	0.000229444253241	0.00038215088739	0.00357329692058	0.110126582278	0.01526469633	0.0	0.00124885921514	0.0273231727763	0.0164706425513	0.0240532000189	0.00050987752091	0.0312402698495	0.0026915189688	0.000930376802605	0.00413747613955	7.95418390073e-05
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Gardnerella	7.03432751829e-05	0.0	8.63800289373e-06	0.0	0.0	1.3440137627e-05	0.0	2.72851296044e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7688979482e-05	0.0	0.0	0.0	0.0	0.000167114838278	1.07913280887e-05	0.0	0.0	9.03677061965e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.000396939953811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.79650938227e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.91837899543e-06	0.0	0.0	0.0	2.2981109528e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77334834768e-05	0.0	0.0	0.0	1.92132186945e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Parascardovia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.45702592087e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.05198656459e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.31506338901e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.89539216149e-05	0.0	0.0	0.0	9.12134120201e-06	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Bifidobacteriales;f:Bifidobacteriaceae;g:Scardovia	2.00980786237e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.18193530086e-05	0.0	0.0	8.3975747804e-06	0.0	5.5537385917e-05	0.0	0.0	0.0	1.92296598273e-05	0.0	0.0	6.92165265993e-05	0.0	1.51922580253e-05	0.0	0.0	0.0	0.0	0.0	1.0157440325e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75504795669e-05	0.0	0.0	0.0	0.0	9.81816753721e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.91837899543e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3992610276e-05	6.5555500926e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1790784323e-05	0.0	0.0	0.0	1.8242682404e-05	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Coriobacteriales;f:Coriobacteriaceae;Other	0.00146213521987	0.0	0.000444857149027	0.000398973620803	0.000114336115512	0.000803048223214	0.0	0.000332878581173	0.000266587801109	0.000135922559599	0.000446772071781	0.000523123044576	2.51927243412e-05	0.000339676535299	0.0	2.42079462584e-05	0.0	1.09158388822e-05	0.000201911428187	0.0	0.0	2.88402194164e-05	0.00435685316867	0.000174710967291	0.000388487811195	0.0	0.00245122246864	5.42206237179e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.000168398768283	0.0	0.0	0.0	0.0	0.00066691822354	0.0	0.000706815034147	0.000299756863877	0.0	4.90908376861e-05	0.000333168805528	0.0	0.000919365173704	0.000555655673695	0.0	0.000692520775623	9.06727921175e-05	0.0	0.000200909379296	5.02376239613e-05	0.0	0.00062007263708	0.0	9.2642344963e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19391877865e-05	0.0	0.0	0.0	0.0	0.0	5.01489423588e-05	2.44708185489e-05	0.0	0.0	0.00286711692799	0.0	2.66616898179e-05	8.86674173841e-06	0.000788545341357	4.4797347997e-05	0.000175352897707	0.0	0.0	0.0	0.0	0.0	5.18941359626e-05	0.0	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Coriobacteriales;f:Coriobacteriaceae;g:Adlercreutzia	0.000226103384516	0.00143922543504	0.00145550348759	0.0	0.0	0.0	0.0	6.00272851296e-05	0.000316573013817	0.000478683796849	0.000124103353273	0.000261561522288	0.00138559983877	0.0	0.0	0.000127091717856	0.000549863981015	0.0	0.000634578774301	0.0	0.0	0.000472979598429	0.0	6.33010751055e-05	0.000334531170751	0.0	0.000601582071059	0.0	0.0	0.0	0.0	0.000185519699263	0.0	0.0	0.0	0.0	0.000562222523798	0.0	0.0	0.000122853356968	0.0	0.00019103109031	0.000166531591043	0.0	0.0	0.000271470878578	0.0	0.000352887642432	0.0	0.0	0.000307787011388	0.0	0.00115199758269	0.0	0.0	0.0	0.0	0.0	0.00017602045543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000127756751146	0.000365653538813	0.0	0.0	0.0	0.0	0.000160476615548	0.000783066193564	0.0	0.0	0.0	0.0	0.0	0.0	0.000861174517535	0.000772754252948	0.0	0.000326624717806	0.000551655507361	0.0	0.0	0.0	0.0	0.000201406181339	0.0	0.0	0.000172340651183
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Coriobacteriales;f:Coriobacteriaceae;g:Atopobium	0.0	0.0	0.0	0.0	0.0	6.7200688135e-06	0.0	0.0	0.0	0.0	0.0	1.00600585495e-05	2.51927243412e-05	3.08796850272e-05	1.23416413149e-05	6.05198656459e-05	0.0	1.09158388822e-05	0.000144222448705	0.0	0.0	0.000109592833782	0.0	8.86215051476e-05	6.47479685325e-05	3.34556322557e-05	8.97883688147e-06	0.0	5.71053307826e-05	0.0	1.11175345755e-05	1.95283893961e-05	0.0	0.0	2.40569668976e-05	1.24691388813e-05	0.0	0.0	0.0	8.77523978343e-06	0.0	0.0	0.0	0.0	0.0	0.0	7.81549186798e-06	0.0	3.00354418213e-05	0.0	0.0	0.0	1.88852062737e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.00297884718e-05	0.0	0.0	0.0	7.19778308281e-05	6.5555500926e-05	0.0	0.0	2.07511931936e-05	0.0	0.0	0.0	0.0	1.15421461467e-05	1.1790784323e-05	0.0	3.45960906418e-05	0.0	0.0	0.0	0.0
d:Bacteria;p:Actinobacteria;c:Actinobacteria;o:Coriobacteriales;f:Coriobacteriaceae;g:Collinsella	0.0139882627221	0.0173230406908	0.000544194182305	0.00665738335889	0.0	0.00518453308962	0.0	0.0	0.013695948282	0.0	0.0	0.056970111566	0.00576913387414	0.0	0.0140015920717	0.018458559022	0.0	0.0	0.0588908332212	0.0	0.0	0.00982297873322	0.00466882537087	0.0131615595359	0.0228128675796	0.0200733793534	0.0159913084859	0.00429246604433	0.0	0.00384966988319	0.0	0.0	4.18839396034e-05	0.0	0.000890107775212	0.00029925933315	0.0	0.000117169192314	0.00290141430948	0.0264310222277	0.0	0.028329910693	0.0	0.0	0.0	0.0	0.00243061797094	0.00739206745726	0.0	0.0	0.0	0.0	2.83278094105e-05	0.0	9.04277231304e-05	0.0	3.93696912432e-05	0.00289721350803	0.00362231568805	0.0	0.0	0.0	0.0	0.00294578943135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0149744741883	0.00962926709898	0.0	0.0	0.0804952074761	0.0	0.0	0.0	0.0620668188421	0.0	0.0	0.0	0.00356953563586	0.0101109200245	0.0	0.0	0.0	0.0127160539036	0.0	0.00158903069128	0.0
